POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
350-14400,-,0,Grey,SS,N,N,SFMTA,ON,0,1440,CALIFORNIA ST,3547000,Area 3,,"(37.7909078979, -122.4187152998)"
401-07110,-,0,Grey,SS,N,N,SFMTA,ON,0,711,ELLIS ST,5178000,Area 3,,"(37.7841206015, -122.4182124023)"
401-07150,-,0,Grey,SS,N,N,SFMTA,ON,0,715,ELLIS ST,5178000,Area 3,,"(37.7841113982, -122.4182847996)"
462-04250,-,0,Grey,SS,N,N,SFMTA,ON,0,425,HAIGHT ST,6607000,Area 3,,"(37.7721414984, -122.4296835006)"
402-01280,-,0,Grey,SS,N,N,SFMTA,ON,0,128,ELM ST,5202000,Area 5,Civic Center,"(37.7816164018, -122.4198247005)"
359-07250,-,0,Yellow,SS,N,N,SFMTA,ON,0,725,CLAY ST,4088000,Area 5,Downtown,"(37.7943017975, -122.4056782999)"
542-07010,-,0,Grey,SS,N,N,SFMTA,ON,0,701,LARKIN ST,8128000,Area 3,,"(37.7844044016, -122.4178213977)"
668-09960,-,0,Grey,SS,N,N,SFMTA,ON,0,996,SHOTWELL ST,11841000,Area 3,,"(37.7525950008, -122.4152345021)"
442-05300,-,0,Grey,SS,N,N,SFMTA,ON,0,530,GOLDEN GATE AVE,6265000,Area 5,Civic Center,"(37.7811897014, -122.4197242015)"
650-07070,-,0,Grey,SS,N,N,SFMTA,ON,0,707,SACRAMENTO ST,11228000,Area 5,Downtown,"(37.7934733973, -122.4050118995)"
650-07330,-,0,Yellow,SS,N,N,SFMTA,ON,0,733,SACRAMENTO ST,11228000,Area 5,Downtown,"(37.7933870972, -122.4056890008)"
700-05200,-,0,Grey,SS,Y,N,SFMTA,ON,0,520,VALENCIA ST,13060000,Area 5,Mission,"(37.7643324022, -122.4219388180)"
700-05310,-,0,Grey,SS,Y,N,SFMTA,ON,0,531,VALENCIA ST,13060000,Area 5,Mission,"(37.7641635024, -122.4217058008)"
700-06170,-,0,Grey,SS,Y,N,SFMTA,ON,0,617,VALENCIA ST,13062000,Area 5,Mission,"(37.7628373009, -122.4215787982)"
472-01310,-,0,Yellow,SS,N,N,SFMTA,ON,0,131,HYDE ST,7115000,Area 5,Civic Center,"(37.7824279991, -122.4157389027)"
542-03080,542-03002,8,Grey,MS,Y,N,SFMTA,ON,0,308,LARKIN ST,8123000,Area 5,Civic Center,"(37.7808169973, -122.4169404988)"
725-02040,-,0,Grey,SS,N,N,SFMTA,ON,0,204,WEST PORTAL AVE,13578201,Area 3,,"(37.7388326981, -122.4682225024)"
700-07210,-,0,Yellow,SS,Y,N,SFMTA,ON,0,721,VALENCIA ST,13064000,Area 5,Mission,"(37.7611361992, -122.4214158987)"
700-07480,-,0,Yellow,SS,Y,N,SFMTA,ON,0,748,VALENCIA ST,13064000,Area 5,Mission,"(37.7607299004, -122.4215938018)"
700-08290,-,0,Grey,SS,Y,N,SFMTA,ON,0,829,VALENCIA ST,13065000,Area 5,Mission,"(37.7593913999, -122.4212488026)"
612-05030,-,0,Grey,SS,N,N,SFMTA,ON,0,503,POLK ST,10552000,Area 5,Civic Center,"(37.7814086982, -122.4189179015)"
401-08430,-,0,Green,SS,N,N,SFMTA,ON,0,843,ELLIS ST,5179000,Area 3,,"(37.7837946013, -122.4207723026)"
700-08360,-,0,Grey,SS,Y,N,SFMTA,ON,0,836,VALENCIA ST,13066000,Area 5,Mission,"(37.7592194983, -122.4214492028)"
700-08400,-,0,Grey,SS,Y,N,SFMTA,ON,0,840,VALENCIA ST,13066000,Area 5,Mission,"(37.7590601024, -122.4214338974)"
700-09500,-,0,Grey,SS,Y,N,SFMTA,ON,0,950,VALENCIA ST,13068000,Area 5,Mission,"(37.7572325011, -122.4212589000)"
686-04320,-,0,Yellow,SS,N,N,SFMTA,ON,0,432,TURK ST,12720000,Area 5,Civic Center,"(37.7824968983, -122.4168718007)"
202-04330,-,0,Grey,SS,Y,N,SFMTA,ON,0,433,02ND ST,140000,Area 5,South Embarcadero,"(37.7837083013, -122.3942516983)"
700-10330,-,0,Grey,SS,Y,N,SFMTA,ON,0,1033,VALENCIA ST,13070000,Area 5,Mission,"(37.7560450983, -122.4209284016)"
700-11010,-,0,Yellow,SS,Y,N,SFMTA,ON,0,1101,VALENCIA ST,13071000,Area 5,Mission,"(37.7552044996, -122.4208479018)"
400-08070,-,0,Green,SS,N,N,SFMTA,ON,0,807,EDDY ST,5066000,Area 5,Civic Center,"(37.7827884992, -122.4212299992)"
720-07160,-,0,Grey,SS,N,N,SFMTA,ON,0,716,WASHINGTON ST,13411000,Area 5,Downtown,"(37.7952958018, -122.4055867975)"
444-06050,-,0,Yellow,SS,N,N,SFMTA,ON,0,605,GRANT AVE,6392000,Area 5,Downtown,"(37.7926840008, -122.4060283002)"
614-07440,-,0,Grey,SS,N,N,SFMTA,ON,0,744,POST ST,10635000,Area 3,,"(37.7875462015, -122.4147987996)"
614-08030,-,0,Grey,SS,N,N,SFMTA,ON,0,803,POST ST,10636000,Area 3,,"(37.7873594024, -122.4152043999)"
614-08090,-,0,Grey,SS,N,N,SFMTA,ON,0,809,POST ST,10636000,Area 3,,"(37.7873308984, -122.4154309013)"
400-08430,-,0,Grey,SS,N,N,SFMTA,ON,0,843,EDDY ST,5066000,Area 5,Civic Center,"(37.7826662016, -122.4221906995)"
205-03120,-,0,Grey,SS,N,N,SFMTA,ON,0,312,05TH ST,299000,Area 5,South Embarcadero,"(37.7798804984, -122.4030617994)"
205-03500,-,0,Yellow,SS,N,N,SFMTA,ON,0,350,05TH ST,301000,Area 5,South Embarcadero,"(37.7792830978, -122.4023119991)"
444-15140,-,0,Grey,SS,N,N,SFMTA,ON,0,1514,GRANT AVE,6406000,Area 3,,"(37.8010865011, -122.4076219012)"
411-01350,411-01003,35,Grey,MS,Y,N,SFMTA,ON,0,135,FELL ST,5440000,Area 5,Civic Center,"(37.7761496254, -122.4206881355)"
690-08090,-,0,Yellow,SS,N,N,SFMTA,ON,0,809,ULLOA ST,12784000,Area 3,,"(37.7406169985, -122.4653398988)"
703-00100,-,0,Grey,SS,N,N,SFMTA,ON,0,10,VICENTE ST,13235000,Area 3,,"(37.7395295025, -122.4664926005)"
703-01040,-,0,Grey,SS,N,N,SFMTA,ON,0,104,VICENTE ST,13236000,Area 3,,"(37.7398800001, -122.4672316999)"
664-16180,-,0,Grey,SS,N,N,SFMTA,ON,0,1618,STOCKTON ST,12214000,Area 3,,"(37.8009231993, -122.4092164018)"
664-08050,-,0,Yellow,SS,N,N,SFMTA,ON,0,805,STOCKTON ST,12204000,Area 2,,"(37.7933317990, -122.4078382996)"
664-09120,-,0,Yellow,SS,N,N,SFMTA,ON,0,912,STOCKTON ST,12205000,Area 2,,"(37.7944192001, -122.4079021976)"
680-15210,-,0,Grey,SS,N,N,SFMTA,ON,0,1521,TARAVAL ST,12401000,Area 3,,"(37.7426550024, -122.4827989002)"
680-15140,-,0,Grey,SS,N,N,SFMTA,ON,0,1514,TARAVAL ST,12401000,Area 3,,"(37.7428247974, -122.4826912989)"
680-16020,-,0,Grey,SS,N,N,SFMTA,ON,0,1602,TARAVAL ST,12402000,Area 3,,"(37.7427920018, -122.4834369977)"
208-01130,-,0,Yellow,SS,N,N,SFMTA,ON,0,113,08TH ST,406000,Area 2,,"(37.7771697015, -122.4126507022)"
208-02360,-,0,Yellow,SS,N,N,SFMTA,ON,0,236,08TH ST,410000,Area 2,,"(37.7754452982, -122.4107946024)"
208-02610,-,0,Grey,SS,N,N,SFMTA,ON,0,261,08TH ST,411000,Area 2,,"(37.7751383976, -122.4101089013)"
701-08280,-,0,Grey,SS,N,N,SFMTA,ON,0,828,VAN NESS AVE,13150202,Area 3,,"(37.7836367981, -122.4208051988)"
701-09030,-,0,Grey,SS,N,N,SFMTA,ON,0,903,VAN NESS AVE,13151101,Area 3,,"(37.7839594007, -122.4211963990)"
720-09110,-,0,Grey,SS,N,N,SFMTA,ON,0,911,WASHINGTON ST,13418000,Area 3,,"(37.7948460010, -122.4085237996)"
470-08110,-,0,Green,SS,N,N,SFMTA,ON,0,811,HOWARD ST,7039001,Area 5,Downtown,"(37.7829070025, -122.4030039978)"
470-08270,-,0,Grey,SS,N,N,SFMTA,ON,0,827,HOWARD ST,7039001,Area 5,Downtown,"(37.7826299024, -122.4033547022)"
400-02300,-,0,Grey,SS,N,N,SFMTA,ON,0,230,EDDY ST,5060000,Area 2,,"(37.7840815977, -122.4119585973)"
400-02380,-,0,Grey,SS,N,N,SFMTA,ON,0,238,EDDY ST,5060000,Area 2,,"(37.7840441977, -122.4122535006)"
902-00130,-,0,Grey,SS,Y,N,SFMTA,OFF,902,2450,CALIFORNIA ST,3558000,Area 5,Fillmore,"(37.7889250972, -122.4351788999)"
902-00470,-,0,Grey,SS,Y,N,SFMTA,OFF,902,2450,CALIFORNIA ST,3558000,Area 5,Fillmore,"(37.7890668017, -122.4347675999)"
903-00240,-,0,Grey,SS,N,N,SFMTA,OFF,903,324,08TH AVE,389000,Area 3,,"(37.7822934975, -122.4661589002)"
905-00040,-,0,Grey,SS,N,N,SFMTA,OFF,905,457,CASTRO ST,3794000,Area 3,,"(37.7617523026, -122.4346546007)"
905-00060,-,0,Grey,SS,N,N,SFMTA,OFF,905,457,CASTRO ST,3794000,Area 3,,"(37.7618110989, -122.4346623008)"
907-00290,-,0,Grey,SS,N,N,SFMTA,OFF,907,20,NORTON ST,9714000,Area 3,,"(37.7250437018, -122.4351111015)"
909-00100,-,0,Grey,SS,N,N,SFMTA,OFF,909,421,18TH AVE,830000,Area 3,,"(37.7799358972, -122.4776864981)"
910-00190,-,0,Grey,SS,N,N,SFMTA,OFF,910,1275,20TH AVE,1005000,Area 3,,"(37.7638539978, -122.4785221012)"
911-00180,-,0,Grey,SS,N,N,SFMTA,OFF,911,1325,08TH AVE,396000,Area 3,,"(37.7635511988, -122.4659906977)"
905-00130,-,0,Grey,SS,N,N,SFMTA,OFF,905,457,CASTRO ST,3794000,Area 3,,"(37.7617571977, -122.4344419015)"
906-00130,-,0,Grey,SS,N,N,SFMTA,OFF,906,4116,18TH ST,892000,Area 3,,"(37.7612307024, -122.4357922987)"
906-00140,-,0,Grey,SS,N,N,SFMTA,OFF,906,4116,18TH ST,892000,Area 3,,"(37.7612278023, -122.4358236973)"
907-00010,-,0,Grey,SS,N,N,SFMTA,OFF,907,20,NORTON ST,9714000,Area 3,,"(37.7249144026, -122.4352205021)"
911-00320,-,0,Grey,SS,N,N,SFMTA,OFF,911,1325,08TH AVE,396000,Area 3,,"(37.7636672993, -122.4657167995)"
913-00310,-,0,Grey,SS,N,N,SFMTA,OFF,913,1340,07TH AVE,360000,Area 3,,"(37.7635612012, -122.4636193008)"
916-00550,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,"(37.8001492982, -122.4392865018)"
916-00790,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,"(37.8001960021, -122.4390775019)"
916-00830,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,"(37.8001798027, -122.4391992015)"
914-00080,-,0,Grey,SS,N,N,SFMTA,OFF,914,2500,OCEAN AVE,9847000,Area 3,,"(37.7316419025, -122.4724468978)"
916-00180,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,"(37.7999989995, -122.4390418005)"
215-15390,-,0,Grey,SS,N,N,SFMTA,ON,0,1539,15TH ST,650000,Area 5,Mission,"(37.7666621980, -122.4192383976)"
215-15400,-,0,Grey,SS,N,N,SFMTA,ON,0,1540,15TH ST,650000,Area 5,Mission,"(37.7667485987, -122.4193592982)"
217-33320,-,0,Grey,SS,Y,N,SFMTA,ON,0,3332,17TH ST,798000,Area 5,Mission,"(37.7634005983, -122.4209945013)"
218-33440,-,0,Grey,SS,N,N,SFMTA,ON,0,3344,18TH ST,877000,Area 5,Mission,"(37.7619133022, -122.4189894998)"
219-33340,-,0,Grey,SS,N,N,SFMTA,ON,0,3334,19TH ST,971000,Area 5,Mission,"(37.7603272003, -122.4184599982)"
219-33420,-,0,Grey,SS,N,N,SFMTA,ON,0,3342,19TH ST,971000,Area 5,Mission,"(37.7603100006, -122.4187453014)"
222-31450,-,0,Grey,SS,N,N,SFMTA,ON,0,3145,22ND ST,1190000,Area 5,Mission,"(37.7554054976, -122.4183551014)"
219-34420,-,0,Grey,SS,Y,N,SFMTA,ON,0,3442,19TH ST,974000,Area 5,Mission,"(37.7601763987, -122.4209572018)"
219-34490,-,0,Grey,SS,Y,N,SFMTA,ON,0,3449,19TH ST,974000,Area 5,Mission,"(37.7600687024, -122.4211901014)"
220-34370,-,0,Grey,SS,N,N,SFMTA,ON,0,3437,20TH ST,1055000,Area 5,Mission,"(37.7586239976, -122.4184186977)"
220-35020,-,0,Grey,SS,Y,N,SFMTA,ON,0,3502,20TH ST,1056000,Area 5,Mission,"(37.7586649013, -122.4192922988)"
220-35090,-,0,Grey,SS,Y,N,SFMTA,ON,0,3509,20TH ST,1056000,Area 5,Mission,"(37.7585565009, -122.4195365028)"
222-32020,-,0,Grey,SS,Y,N,SFMTA,ON,0,3202,22ND ST,1191000,Area 5,Mission,"(37.7554780011, -122.4189803020)"
222-32410,-,0,Grey,SS,Y,N,SFMTA,ON,0,3241,22ND ST,1192000,Area 5,Mission,"(37.7552811996, -122.4204207991)"
323-00840,-,0,Grey,SS,Y,N,SFMTA,ON,0,84,BARTLETT ST,2742000,Area 5,Mission,"(37.7556392018, -122.4199602024)"
223-32410,-,0,Grey,SS,N,N,SFMTA,ON,0,3241,23RD ST,1264000,Area 5,Mission,"(37.7538218991, -122.4180591979)"
323-00080,-,0,Grey,SS,Y,N,SFMTA,ON,0,8,BARTLETT ST,2742000,Area 5,Mission,"(37.7567505025, -122.4200666023)"
464-03241,464-03240,1,Black,MS,N,N,SFMTA,ON,0,324,HAYES ST,6815000,Area 5,Civic Center,"(37.7770441015, -122.4222075974)"
359-24070,-,0,Grey,SS,Y,N,SFMTA,ON,0,2407,CLAY ST,4110000,Area 5,Fillmore,"(37.7908180998, -122.4328735021)"
354-20140,-,0,Green,SS,Y,N,SFMTA,ON,0,2014,CHESTNUT ST,3977000,Area 5,Marina,"(37.8008069982, -122.4368012005)"
203-03470,-,0,Red,SS,Y,N,SFMTA,ON,0,347,03RD ST,170000,Area 5,South Embarcadero,"(37.7831934010, -122.3980395977)"
203-03650,-,0,Grey,SS,Y,N,SFMTA,ON,0,365,03RD ST,171000,Area 5,South Embarcadero,"(37.7828563982, -122.3976189994)"
203-04150,-,0,Red,SS,Y,N,SFMTA,ON,0,415,03RD ST,172000,Area 5,South Embarcadero,"(37.7822773986, -122.3968862982)"
203-04480,-,0,Grey,SS,Y,N,SFMTA,ON,0,448,03RD ST,174000,Area 5,South Embarcadero,"(37.7816171002, -122.3963626024)"
203-07240,-,0,Grey,SS,Y,N,SFMTA,ON,0,724,03RD ST,180000,Area 5,South Embarcadero,"(37.7782580973, -122.3921616987)"
500-02270,-,0,Grey,SS,Y,N,SFMTA,ON,0,227,JACKSON ST,7361000,Area 5,Downtown,"(37.7967693013, -122.4004003999)"
562-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,MASON ST,8805000,Area 1,,"(37.7875092988, -122.4098779016)"
562-04130,-,0,Grey,SS,N,N,SFMTA,ON,0,413,MASON ST,8805000,Area 1,,"(37.7874464010, -122.4099994001)"
471-01200,-,0,Grey,SS,Y,N,SFMTA,ON,0,120,HARRISON ST,6708000,Area 5,South Embarcadero,"(37.7884779003, -122.3900471010)"
331-04880,-,0,Yellow,SS,Y,N,SFMTA,ON,0,488,BRYANT ST,3281000,Area 5,South Embarcadero,"(37.7816286002, -122.3956084994)"
331-03620,-,0,Grey,SS,Y,N,SFMTA,ON,0,362,BRYANT ST,3279000,Area 5,South Embarcadero,"(37.7836662018, -122.3929984027)"
684-00680,-,0,Grey,SS,Y,N,SFMTA,ON,0,68,TOWNSEND ST,12655000,Area 5,South Embarcadero,"(37.7810468011, -122.3901254998)"
593-00040,-,0,Yellow,SS,N,N,SFMTA,ON,0,4,OFARRELL ST,9720000,Area 5,Downtown,"(37.7868507997, -122.4050828998)"
463-01030,-,0,Yellow,SS,Y,N,SFMTA,ON,0,103,HAWTHORNE ST,6810000,Area 5,South Embarcadero,"(37.7845384003, -122.3975664002)"
463-01260,-,0,Red,SS,Y,N,SFMTA,ON,0,126,HAWTHORNE ST,6810000,Area 5,South Embarcadero,"(37.7840466005, -122.3971261994)"
684-01670,-,0,Grey,SS,Y,N,SFMTA,ON,0,167,TOWNSEND ST,12657000,Area 5,South Embarcadero,"(37.7792793986, -122.3920578022)"
336-08110,-,0,Grey,SS,N,N,SFMTA,ON,0,811,BUSH ST,3438000,Area 1,,"(37.7898378027, -122.4107858014)"
336-08170,-,0,Grey,SS,N,N,SFMTA,ON,0,817,BUSH ST,3438000,Area 1,,"(37.7898126011, -122.4109874980)"
562-05040,-,0,Yellow,SS,N,N,SFMTA,ON,0,504,MASON ST,8806000,Area 1,,"(37.7882558973, -122.4100199022)"
562-05060,-,0,Yellow,SS,N,N,SFMTA,ON,0,506,MASON ST,8806000,Area 1,,"(37.7883163978, -122.4100324024)"
582-00090,-,0,Red,SS,N,N,SFMTA,ON,0,9,NEW MONTGOMERY ST,9540000,Area 5,Downtown,"(37.7884496980, -122.4016297010)"
582-01030,-,0,Red,SS,N,N,SFMTA,ON,0,103,NEW MONTGOMERY ST,9544000,Area 5,Downtown,"(37.7873499979, -122.4003047009)"
562-06190,-,0,Grey,SS,N,N,SFMTA,ON,0,619,MASON ST,8807000,Area 1,,"(37.7895493981, -122.4104191993)"
614-04300,-,0,Red,SS,N,N,SFMTA,ON,0,430,POST ST,10629000,Area 1,,"(37.7882069022, -122.4095667989)"
585-03020,-,0,Grey,SS,Y,N,SFMTA,ON,0,302,NORTH POINT ST,9689000,Area 5,Fisherman's Wharf,"(37.8068029982, -122.4123449025)"
471-06590,-,0,Grey,SS,N,N,SFMTA,ON,0,659,HARRISON ST,6716000,Area 5,South Embarcadero,"(37.7829049014, -122.3967683983)"
204-05080,204-05002,8,Grey,MS,Y,N,SFMTA,ON,0,508,04TH ST,262000,Area 5,South Embarcadero,"(37.7792519004, -122.3978353978)"
204-05240,204-05004,24,Grey,MS,Y,N,SFMTA,ON,0,524,04TH ST,263000,Area 5,South Embarcadero,"(37.7788859018, -122.3973757007)"
204-05280,204-05004,28,Grey,MS,Y,N,SFMTA,ON,0,528,04TH ST,263000,Area 5,South Embarcadero,"(37.7788083021, -122.3972782974)"
568-45330,-,0,Grey,SS,N,N,SFMTA,ON,0,4533,MISSION ST,9162000,Area 3,,"(37.7255002026, -122.4340622013)"
568-45600,-,0,Grey,SS,N,N,SFMTA,ON,0,4560,MISSION ST,9163000,Area 3,,"(37.7249552001, -122.4347102006)"
580-00350,-,0,Grey,SS,N,N,SFMTA,ON,0,35,NATOMA ST,9507000,Area 5,Downtown,"(37.7883767017, -122.3972537164)"
204-06230,-,0,Grey,SS,Y,N,SFMTA,ON,0,623,04TH ST,265000,Area 5,South Embarcadero,"(37.7778623988, -122.3957848993)"
568-47070,-,0,Grey,SS,N,N,SFMTA,ON,0,4707,MISSION ST,9169000,Area 3,,"(37.7229189005, -122.4360165985)"
568-47130,-,0,Grey,SS,N,N,SFMTA,ON,0,4713,MISSION ST,9169000,Area 3,,"(37.7228042026, -122.4361034014)"
666-06400,-,0,Yellow,SS,N,N,SFMTA,ON,0,640,SUTTER ST,12324000,Area 1,,"(37.7888857973, -122.4117565990)"
681-07030,-,0,Red,SS,N,N,SFMTA,ON,0,703,TAYLOR ST,12437000,Area 1,,"(37.7890526977, -122.4120065027)"
582-01410,-,0,Grey,SS,N,N,SFMTA,ON,0,141,NEW MONTGOMERY ST,9546000,Area 5,Downtown,"(37.7864862987, -122.3992276990)"
330-04930,-,0,Grey,SS,Y,N,SFMTA,ON,0,493,BRANNAN ST,3079000,Area 5,South Embarcadero,"(37.7784611014, -122.3962015972)"
684-02240,-,0,Grey,SS,Y,N,SFMTA,ON,0,224,TOWNSEND ST,12660000,Area 5,South Embarcadero,"(37.7783668999, -122.3935151023)"
568-48190,-,0,Grey,SS,N,N,SFMTA,ON,0,4819,MISSION ST,9172101,Area 3,,"(37.7206409004, -122.4377391019)"
568-28320,-,0,Grey,SS,N,N,SFMTA,ON,0,2832,MISSION ST,9126000,Area 3,,"(37.7512544998, -122.4184374006)"
684-02700,-,0,Grey,SS,Y,N,SFMTA,ON,0,270,TOWNSEND ST,12662000,Area 5,South Embarcadero,"(37.7775640980, -122.3945359007)"
202-05050,-,0,Grey,SS,Y,N,SFMTA,ON,0,505,02ND ST,142000,Area 5,South Embarcadero,"(37.7830018018, -122.3933664017)"
202-05130,-,0,Grey,SS,Y,N,SFMTA,ON,0,513,02ND ST,143000,Area 5,South Embarcadero,"(37.7828648024, -122.3931952991)"
568-49180,-,0,Grey,SS,N,N,SFMTA,ON,0,4918,MISSION ST,9173201,Area 3,,"(37.7195396022, -122.4388076996)"
568-17090,-,0,Grey,SS,Y,N,SFMTA,ON,0,1709,MISSION ST,9112101,Area 3,,"(37.7697031067, -122.4198733158)"
568-17170,-,0,Grey,SS,Y,N,SFMTA,ON,0,1717,MISSION ST,9112101,Area 3,,"(37.7694600036, -122.4198998194)"
568-17230,-,0,Grey,SS,Y,N,SFMTA,ON,0,1723,MISSION ST,9112101,Area 3,,"(37.7692718019, -122.4199133143)"
568-30070,-,0,Grey,SS,N,N,SFMTA,ON,0,3007,MISSION ST,9128000,Area 3,,"(37.7487543010, -122.4180168022)"
580-00930,-,0,Grey,SS,N,N,SFMTA,ON,0,93,NATOMA ST,9507000,Area 5,Downtown,"(37.7874220991, -122.3984658008)"
580-00970,-,0,Grey,SS,N,N,SFMTA,ON,0,97,NATOMA ST,9507000,Area 5,Downtown,"(37.7873291996, -122.3985838012)"
224-28050,-,0,Grey,SS,N,N,SFMTA,ON,0,2805,24TH ST,1332000,Area 3,,"(37.7527812020, -122.4084560012)"
224-28110,-,0,Yellow,SS,N,N,SFMTA,ON,0,2811,24TH ST,1332000,Area 3,,"(37.7527718981, -122.4086095017)"
224-29020,-,0,Grey,SS,N,N,SFMTA,ON,0,2902,24TH ST,1334000,Area 3,,"(37.7527814981, -122.4102758017)"
415-16150,-,0,Grey,SS,Y,N,SFMTA,ON,0,1615,FILLMORE ST,5547000,Area 5,Fillmore,"(37.7849252977, -122.4331048985)"
440-37190,-,0,Grey,SS,N,N,SFMTA,ON,0,3719,GEARY BLVD,6057101,Area 3,,"(37.7810956006, -122.4595804976)"
462-18050,-,0,Black,SS,N,N,SFMTA,ON,0,1805,HAIGHT ST,6624000,MC3,,"(37.7692960993, -122.4520247986)"
303-06050,-,0,Grey,SS,N,N,SFMTA,ON,0,605,ASHBURY ST,2513000,Area 3,,"(37.7697288123, -122.4469452703)"
335-00200,-,0,Grey,SS,N,N,SFMTA,ON,0,20,BURROWS ST,3404000,Area 3,,"(37.7289649014, -122.4038247985)"
203-51560,-,0,Grey,SS,N,N,SFMTA,ON,0,5156,03RD ST,216201,Area 3,,"(37.7313478988, -122.3920460005)"
440-17290,-,0,Grey,SS,Y,N,SFMTA,ON,0,1729,GEARY BLVD,6041102,Area 5,Fillmore,"(37.7842462015, -122.4321939980)"
691-18180,-,0,Grey,SS,N,N,SFMTA,ON,0,1818,UNION ST,12867000,Area 3,,"(37.7978997127, -122.4296054819)"
614-11020,-,0,Grey,SS,N,N,SFMTA,ON,0,1102,POST ST,10640000,Area 3,,"(37.7868644007, -122.4200644006)"
614-11290,-,0,Grey,SS,N,N,SFMTA,ON,0,1129,POST ST,10640000,Area 3,,"(37.7866253992, -122.4208900013)"
616-13040,-,0,Grey,SS,N,N,SFMTA,ON,0,1304,POWELL ST,10691000,Area 3,,"(37.7966879019, -122.4100227018)"
616-13170,-,0,Grey,SS,N,N,SFMTA,ON,0,1317,POWELL ST,10692000,Area 3,,"(37.7969695003, -122.4102558975)"
542-00150,-,0,Grey,SS,Y,N,SFMTA,ON,0,15,LARKIN ST,8120000,Area 5,Civic Center,"(37.7782686976, -122.4165845976)"
691-18310,-,0,Red,SS,N,N,SFMTA,ON,0,1831,UNION ST,12867000,Area 3,,"(37.7977378973, -122.4298989994)"
691-19350,-,0,Grey,SS,N,N,SFMTA,ON,0,1935,UNION ST,12869000,Area 3,,"(37.7975097978, -122.4316927993)"
542-00210,-,0,Grey,SS,Y,N,SFMTA,ON,0,21,LARKIN ST,8120000,Area 5,Civic Center,"(37.7784636998, -122.4166221988)"
650-08230,-,0,Grey,SS,N,N,SFMTA,ON,0,823,SACRAMENTO ST,11230000,Area 2,,"(37.7932365023, -122.4069190004)"
327-06120,-,0,Grey,SS,N,N,SFMTA,ON,0,612,BROADWAY,3154000,Area 3,,"(37.7978408997, -122.4075485987)"
327-06460,-,0,Yellow,SS,N,N,SFMTA,ON,0,646,BROADWAY,3154000,Area 3,,"(37.7977273975, -122.4084617008)"
563-03560,563-03006,56,Green,MS,Y,N,SFMTA,ON,0,356,MCALLISTER ST,8893000,Area 5,Civic Center,"(37.7804108997, -122.4182884988)"
701-03140,701-03002,14,Grey,MS,Y,N,SFMTA,ON,0,314,VAN NESS AVE,13146201,Area 5,Civic Center,"(37.7788723008, -122.4198420008)"
701-04030,701-04001,3,Grey,MS,Y,N,SFMTA,ON,0,403,VAN NESS AVE,13146101,Area 5,Civic Center,"(37.7792177972, -122.4202377998)"
650-32080,-,0,Grey,SS,N,N,SFMTA,ON,0,3208,SACRAMENTO ST,11264000,Area 3,,"(37.7883671028, -122.4459923987)"
650-33120,-,0,Green,SS,N,N,SFMTA,ON,0,3312,SACRAMENTO ST,11265000,Area 3,,"(37.7881676023, -122.4475590994)"
650-33350,-,0,Grey,SS,N,N,SFMTA,ON,0,3335,SACRAMENTO ST,11265000,Area 3,,"(37.7879554004, -122.4483792016)"
490-18100,-,0,Yellow,SS,N,N,SFMTA,ON,0,1810,IRVING ST,7296000,Area 3,,"(37.7636180975, -122.4776526017)"
490-18160,-,0,Grey,SS,N,N,SFMTA,ON,0,1816,IRVING ST,7296000,Area 3,,"(37.7636077990, -122.4778865015)"
657-26240,-,0,Grey,SS,N,N,SFMTA,ON,0,2624,SAN BRUNO AVE,11377000,Area 3,,"(37.7281514992, -122.4038914011)"
500-04240,500-04004,24,Grey,MS,Y,N,SFMTA,ON,0,424,JACKSON ST,7365000,Area 5,Downtown,"(37.7965506007, -122.4027601012)"
490-20040,-,0,Grey,SS,N,N,SFMTA,ON,0,2004,IRVING ST,7298000,Area 3,,"(37.7635336974, -122.4795696994)"
490-20130,-,0,Grey,SS,N,N,SFMTA,ON,0,2013,IRVING ST,7298000,Area 3,,"(37.7633758996, -122.4796565974)"
650-35430,-,0,Green,SS,N,N,SFMTA,ON,0,3543,SACRAMENTO ST,11267000,Area 3,,"(37.7875261017, -122.4517494028)"
440-08401,440-08400,1,Black,MS,N,N,SFMTA,ON,0,840,GEARY ST,6116000,MC3,,"(37.7862086006, -122.4177344997)"
591-26190,-,0,Grey,SS,N,N,SFMTA,ON,0,2619,OCEAN AVE,9848000,Area 3,,"(37.7317656026, -122.4736287014)"
591-26660,-,0,Grey,SS,N,N,SFMTA,ON,0,2666,OCEAN AVE,9849000,Area 3,,"(37.7324464981, -122.4747234003)"
