POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
354-20160,-,0,Grey,SS,Y,N,SFMTA,ON,0,2016,CHESTNUT ST,3977000,Area 5,Marina,"(37.8007983983, -122.4368696024)"
354-21030,-,0,Green,SS,Y,N,SFMTA,ON,0,2103,CHESTNUT ST,3979000,Area 5,Marina,"(37.8005223990, -122.4380665996)"
354-21160,-,0,Yellow,SS,Y,N,SFMTA,ON,0,2116,CHESTNUT ST,3979000,Area 5,Marina,"(37.8005888005, -122.4385250003)"
363-05250,-,0,Grey,SS,N,N,SFMTA,ON,0,525,COLUMBUS AVE,4295000,Area 3,,"(37.8000532974, -122.4099854023)"
363-05270,-,0,Grey,SS,N,N,SFMTA,ON,0,527,COLUMBUS AVE,4295000,Area 3,,"(37.8000875012, -122.4100349003)"
464-04120,-,0,Grey,SS,Y,N,SFMTA,ON,0,412,HAYES ST,6816000,Area 5,Civic Center,"(37.7768775978, -122.4235122015)"
464-04200,-,0,Grey,SS,Y,N,SFMTA,ON,0,420,HAYES ST,6816000,Area 5,Civic Center,"(37.7768342019, -122.4238470026)"
359-09240,-,0,Grey,SS,N,N,SFMTA,ON,0,924,CLAY ST,4093000,Area 3,,"(37.7939895996, -122.4087761004)"
324-11041,324-11040,1,Black,MS,N,N,SFMTA,ON,0,1104,BATTERY ST,2767000,MC3,,"(37.8015414988, -122.4015675017)"
324-08080,-,0,Grey,SS,N,N,SFMTA,ON,0,808,BATTERY ST,2763000,Area 3,,"(37.7988029064, -122.4010146148)"
464-05130,-,0,Grey,SS,Y,N,SFMTA,ON,0,513,HAYES ST,6817000,Area 5,Civic Center,"(37.7765466020, -122.4251310990)"
607-32220,-,0,Grey,SS,Y,N,SFMTA,ON,0,3222,PIERCE ST,10445000,Area 5,Marina,"(37.8000210998, -122.4393882022)"
652-32030,-,0,Grey,SS,Y,N,SFMTA,ON,0,3203,SCOTT ST,11715000,Area 5,Marina,"(37.7994166025, -122.4411103984)"
652-32090,-,0,Yellow,SS,Y,N,SFMTA,ON,0,3209,SCOTT ST,11715000,Area 5,Marina,"(37.7995750987, -122.4411433001)"
209-04370,-,0,Grey,SS,N,N,SFMTA,ON,0,437,09TH ST,458000,Area 3,,"(37.7717493986, -122.4089402013)"
209-05010,-,0,Grey,SS,N,N,SFMTA,ON,0,501,09TH ST,459000,Area 3,,"(37.7712515973, -122.4083153025)"
209-05070,-,0,Grey,SS,N,N,SFMTA,ON,0,507,09TH ST,459000,Area 3,,"(37.7711418000, -122.4081772973)"
352-05460,-,0,Grey,SS,N,N,SFMTA,ON,0,546,CASTRO ST,3791000,Area 3,,"(37.7594359972, -122.4349649993)"
324-09110,-,0,Grey,SS,N,N,SFMTA,ON,0,911,BATTERY ST,2764000,Area 3,,"(37.7999169060, -122.4014009144)"
443-02030,-,0,Grey,SS,Y,N,SFMTA,ON,0,203,GOUGH ST,6315000,Area 5,Civic Center,"(37.7751654991, -122.4227178988)"
384-15260,-,0,Green,SS,N,N,SFMTA,ON,0,1526,DIVISADERO ST,4812201,Area 3,,"(37.7841032007, -122.4395281018)"
210-03090,-,0,Grey,SS,N,N,SFMTA,ON,0,309,10TH ST,488000,Area 3,,"(37.7725928974, -122.4124028997)"
210-03300,-,0,Grey,SS,N,N,SFMTA,ON,0,330,10TH ST,488000,Area 3,,"(37.7721761995, -122.4121734981)"
210-03610,-,0,Grey,SS,N,N,SFMTA,ON,0,361,10TH ST,489000,Area 3,,"(37.7717347973, -122.4113273003)"
590-01240,-,0,Grey,SS,Y,N,SFMTA,ON,0,124,OAK ST,9751000,Area 5,Civic Center,"(37.7752006975, -122.4217100979)"
605-00350,-,0,Grey,SS,N,N,SFMTA,ON,0,35,PAGE ST,10169000,Area 5,Civic Center,"(37.7740742982, -122.4220675972)"
442-07040,-,0,Grey,SS,Y,N,SFMTA,ON,0,704,GOLDEN GATE AVE,6267000,Area 5,Civic Center,"(37.7808611979, -122.4223038999)"
415-31110,-,0,Yellow,SS,N,N,SFMTA,ON,0,3111,FILLMORE ST,5563000,Area 5,Marina,"(37.7983791017, -122.4358185006)"
210-04580,-,0,Grey,SS,N,N,SFMTA,ON,0,458,10TH ST,490000,Area 3,,"(37.7703797006, -122.4099213981)"
327-01210,-,0,Grey,SS,N,N,SFMTA,ON,0,121,BROADWAY,3144000,Area 3,,"(37.7985614025, -122.4005555992)"
327-03130,-,0,Grey,SS,N,N,SFMTA,ON,0,313,BROADWAY,3146000,Area 3,,"(37.7982882028, -122.4027095974)"
442-07380,-,0,Green,SS,Y,N,SFMTA,ON,0,738,GOLDEN GATE AVE,6267000,Area 5,Civic Center,"(37.7807270986, -122.4233570022)"
442-07400,-,0,Grey,SS,Y,N,SFMTA,ON,0,740,GOLDEN GATE AVE,6267000,Area 5,Civic Center,"(37.7807172974, -122.4234334004)"
440-39160,-,0,Grey,SS,N,N,SFMTA,ON,0,3916,GEARY BLVD,6059201,Area 3,,"(37.7812737998, -122.4616682005)"
330-09600,-,0,Grey,SS,N,N,SFMTA,ON,0,960,BRANNAN ST,3089000,Area 3,,"(37.7702133980, -122.4069567022)"
327-05180,-,0,Yellow,SS,N,N,SFMTA,ON,0,518,BROADWAY,3151000,Area 3,,"(37.7980187972, -122.4060832017)"
415-24010,-,0,Grey,SS,Y,N,SFMTA,ON,0,2401,FILLMORE ST,5556000,Area 5,Fillmore,"(37.7916949027, -122.4344691985)"
663-33240,-,0,Grey,SS,Y,N,SFMTA,ON,0,3324,STEINER ST,12156000,Area 5,Marina,"(37.8003767998, -122.4377752000)"
359-16350,-,0,Grey,SS,N,N,SFMTA,ON,0,1635,CLAY ST,4105000,Area 3,,"(37.7924254023, -122.4202973002)"
359-17260,-,0,Grey,SS,N,N,SFMTA,ON,0,1726,CLAY ST,4106000,Area 3,,"(37.7923481994, -122.4217525997)"
650-24270,-,0,Grey,SS,Y,N,SFMTA,ON,0,2427,SACRAMENTO ST,11255000,Area 5,Fillmore,"(37.7898570978, -122.4334404987)"
226-34360,-,0,Grey,SS,N,N,SFMTA,ON,0,3436,26TH ST,1528000,Area 3,,"(37.7489981026, -122.4196167008)"
356-33120,-,0,Grey,SS,N,N,SFMTA,ON,0,3312,CESAR CHAVEZ ST,2488201,Area 3,,"(37.7483048019, -122.4164395013)"
415-19050,-,0,Grey,SS,Y,N,SFMTA,ON,0,1905,FILLMORE ST,5550000,Area 5,Fillmore,"(37.7872291979, -122.4335697980)"
415-19280,-,0,Yellow,SS,Y,N,SFMTA,ON,0,1928,FILLMORE ST,5551000,Area 5,Fillmore,"(37.7878231005, -122.4335535986)"
613-06910,-,0,Grey,SS,N,N,SFMTA,ON,0,691,PORTOLA DR,10615102,Area 3,,"(37.7445165002, -122.4529816990)"
440-29040,-,0,Grey,SS,N,N,SFMTA,ON,0,2904,GEARY BLVD,6048201,Area 3,,"(37.7822170992, -122.4503799004)"
440-29200,-,0,Grey,SS,N,N,SFMTA,ON,0,2920,GEARY BLVD,6048201,Area 3,,"(37.7821447019, -122.4509488025)"
470-16050,-,0,Grey,SS,N,N,SFMTA,ON,0,1605,HOWARD ST,7059000,Area 3,,"(37.7715027024, -122.4169430022)"
470-16130,-,0,Grey,SS,N,N,SFMTA,ON,0,1613,HOWARD ST,7059000,Area 3,,"(37.7712909979, -122.4170723015)"
614-10070,-,0,Grey,SS,N,N,SFMTA,ON,0,1007,POST ST,10639000,Area 3,,"(37.7869268012, -122.4186151975)"
502-00160,-,0,Grey,SS,N,N,SFMTA,ON,0,16,JONES ST,7563000,Area 2,,"(37.7816058014, -122.4120548998)"
502-00180,-,0,Grey,SS,N,N,SFMTA,ON,0,18,JONES ST,7563000,Area 2,,"(37.7816558023, -122.4120653995)"
324-12140,-,0,Grey,SS,N,N,SFMTA,ON,0,1214,BATTERY ST,2768000,Area 3,,"(37.8024343045, -122.4017384145)"
440-34130,-,0,Grey,SS,N,N,SFMTA,ON,0,3413,GEARY BLVD,6054101,Area 3,,"(37.7812658985, -122.4557939002)"
470-16570,-,0,Yellow,SS,N,N,SFMTA,ON,0,1657,HOWARD ST,12018101,Area 3,,"(37.7702818000, -122.4175173973)"
470-15100,-,0,Grey,SS,N,N,SFMTA,ON,0,1510,HOWARD ST,7057000,Area 3,,"(37.7729074982, -122.4159396996)"
612-22310,-,0,Grey,SS,N,N,SFMTA,ON,0,2231,POLK ST,10578000,Area 3,,"(37.7975428001, -122.4221693982)"
612-24120,-,0,Yellow,SS,N,N,SFMTA,ON,0,2412,POLK ST,10580000,Area 3,,"(37.7991117974, -122.4223294982)"
444-12160,-,0,Yellow,SS,N,N,SFMTA,ON,0,1216,GRANT AVE,6402000,Area 3,,"(37.7986843985, -122.4071348009)"
419-01050,-,0,Grey,SS,Y,N,SFMTA,ON,0,105,FRANKLIN ST,5798000,Area 5,Civic Center,"(37.7754903984, -122.4210994986)"
563-05360,-,0,Grey,SS,Y,N,SFMTA,ON,0,536,MCALLISTER ST,8895000,Area 5,Civic Center,"(37.7799963978, -122.4215430019)"
446-02180,-,0,Grey,SS,N,N,SFMTA,ON,0,218,GROVE ST,6555000,Area 5,Civic Center,"(37.7781881028, -122.4207701010)"
331-06630,-,0,Grey,SS,Y,N,SFMTA,ON,0,663,BRYANT ST,3285000,Area 5,South Embarcadero,"(37.7782731009, -122.3995382988)"
224-40160,-,0,Grey,SS,Y,N,SFMTA,ON,0,4016,24TH ST,1362000,Area 3,,"(37.7514411983, -122.4325554983)"
224-40180,-,0,Grey,SS,Y,N,SFMTA,ON,0,4018,24TH ST,1362000,Area 3,,"(37.7514372979, -122.4326203016)"
360-09260,-,0,Grey,SS,N,N,SFMTA,ON,0,926,CLEMENT ST,4159000,Area 3,,"(37.7827960987, -122.4693425984)"
125-12960,-,0,Grey,SS,N,N,SFMTA,ON,0,1296,25TH AVE,1381000,Area 3,,"(37.7634943024, -122.4834993982)"
224-40260,-,0,Grey,SS,Y,N,SFMTA,ON,0,4026,24TH ST,1362000,Area 3,,"(37.7514230990, -122.4328560007)"
224-40330,-,0,Grey,SS,Y,N,SFMTA,ON,0,4033,24TH ST,1362000,Area 3,,"(37.7513078981, -122.4329388977)"
831-04540,831-04006,54,Grey,MS,N,N,PORT,ON,0,454,EMBARCADERO SOUTH,12549101,Area 5,South Embarcadero,"(37.7880392977, -122.3880917986)"
831-05280,831-05004,28,Grey,MS,N,N,PORT,ON,0,528,EMBARCADERO SOUTH,12548101,Area 5,South Embarcadero,"(37.7862141997, -122.3881423973)"
831-05480,831-05006,48,Grey,MS,N,N,PORT,ON,0,548,EMBARCADERO SOUTH,12548101,Area 5,South Embarcadero,"(37.7856422019, -122.3881882016)"
360-11220,-,0,Grey,SS,N,N,SFMTA,ON,0,1122,CLEMENT ST,4161000,Area 3,,"(37.7827009977, -122.4714017024)"
360-21420,-,0,Grey,SS,N,N,SFMTA,ON,0,2142,CLEMENT ST,4172000,Area 3,,"(37.7821897016, -122.4825567973)"
360-22130,-,0,Grey,SS,N,N,SFMTA,ON,0,2213,CLEMENT ST,4173000,Area 3,,"(37.7820263998, -122.4832449013)"
826-06320,826-06002,32,Grey,MS,N,N,PORT,ON,0,632,DELANCEY ST,117000,Area 5,South Embarcadero,"(37.7833258015, -122.3896457029)"
826-06520,826-06002,52,Grey,MS,N,N,PORT,ON,0,652,DELANCEY ST,117000,Area 5,South Embarcadero,"(37.7831133985, -122.3893743024)"
826-06680,826-06002,68,Grey,MS,N,N,PORT,ON,0,668,DELANCEY ST,117000,Area 5,South Embarcadero,"(37.7829457995, -122.3891631008)"
360-18060,-,0,Grey,SS,N,N,SFMTA,ON,0,1806,CLEMENT ST,4169000,Area 3,,"(37.7823675991, -122.4787110013)"
219-41070,-,0,Green,SS,N,N,SFMTA,ON,0,4107,19TH ST,985000,Area 3,,"(37.7592191015, -122.4352420994)"
352-04190,-,0,Yellow,SS,N,N,SFMTA,ON,0,419,CASTRO ST,3790000,Area 3,,"(37.7618194026, -122.4349838027)"
352-04220,-,0,Grey,SS,N,N,SFMTA,ON,0,422,CASTRO ST,3790000,Area 3,,"(37.7618197993, -122.4351868012)"
831-02120,-,0,Grey,SS,Y,N,PORT,ON,0,212,EMBARCADERO SOUTH,12551102,Area 5,Downtown,"(37.7918409993, -122.3911058974)"
106-03150,-,0,Green,SS,N,N,SFMTA,ON,0,315,06TH AVE,316000,Area 3,,"(37.7824448020, -122.4644566977)"
360-18120,-,0,Grey,SS,N,N,SFMTA,ON,0,1812,CLEMENT ST,4169000,Area 3,,"(37.7823618994, -122.4788331983)"
122-03930,-,0,Grey,SS,N,N,SFMTA,ON,0,393,22ND AVE,1134000,Area 3,,"(37.7805379023, -122.4816114975)"
367-01050,-,0,Grey,SS,N,N,SFMTA,ON,0,105,COLLINGWOOD ST,4270000,Area 3,,"(37.7606144984, -122.4360402969)"
831-07280,831-07004,28,Grey,MS,N,N,PORT,ON,0,728,KING ST,7831101,Area 5,South Embarcadero,"(37.7809914024, -122.3886524026)"
123-03980,-,0,Grey,SS,N,N,SFMTA,ON,0,398,23RD AVE,1213000,Area 3,,"(37.7804388002, -122.4825434980)"
125-04940,-,0,Grey,SS,N,N,SFMTA,ON,0,494,25TH AVE,1375000,Area 3,,"(37.7804485009, -122.4846730994)"
127-05040,-,0,Grey,SS,N,N,SFMTA,ON,0,504,27TH AVE,1547000,Area 3,,"(37.7797633977, -122.4867894014)"
128-05060,-,0,Grey,SS,N,N,SFMTA,ON,0,506,28TH AVE,1579000,Area 3,,"(37.7796672013, -122.4878553001)"
116-03940,-,0,Grey,SS,N,N,SFMTA,ON,0,394,16TH AVE,672000,Area 3,,"(37.7808659979, -122.4750507974)"
355-02060,-,0,Grey,SS,N,N,SFMTA,ON,0,206,CHURCH ST,4010000,Area 3,,"(37.7670777001, -122.4290175025)"
700-02250,-,0,Black,SS,N,N,SFMTA,ON,0,225,VALENCIA ST,13055000,MC3,,"(37.7692113974, -122.4221937002)"
214-02020,-,0,Grey,SS,N,N,SFMTA,ON,0,202,14TH ST,582000,Area 3,,"(37.7684504994, -122.4179650021)"
864-04720,864-04004,72,Grey,MS,N,N,PORT,ON,0,472,SPEAR ST,12048000,Area 5,South Embarcadero,"(37.7879974999, -122.3885005002)"
119-04080,-,0,Green,SS,N,N,SFMTA,ON,0,408,19TH AVE,905000,Area 3,,"(37.7800784008, -122.4782124010)"
831-02380,-,0,Grey,SS,Y,N,PORT,ON,0,238,EMBARCADERO SOUTH,12551102,Area 5,Downtown,"(37.7911522024, -122.3907039014)"
831-03290,-,0,Grey,SS,Y,N,PORT,ON,0,329,EMBARCADERO SOUTH,12550202,Area 5,South Embarcadero,"(37.7904266984, -122.3891914987)"
360-04270,-,0,Yellow,SS,N,N,SFMTA,ON,0,427,CLEMENT ST,4154000,Area 3,,"(37.7828906019, -122.4640490019)"
321-32150,-,0,Grey,SS,N,N,SFMTA,ON,0,3215,BALBOA ST,2678000,Area 3,,"(37.7758168009, -122.4935967976)"
818-01920,818-01006,92,Grey,MS,N,N,PORT,ON,0,192,BRANNAN ST,3071000,Area 5,South Embarcadero,"(37.7837839005, -122.3897781984)"
830-05560,-,0,Black,SS,Y,N,PORT,ON,0,556,EMBARCADERO NORTH,12556102,PortMC1,,"(37.8009102018, -122.3993977007)"
350-32330,-,0,Grey,SS,N,N,SFMTA,ON,0,3233,CALIFORNIA ST,3566000,Area 3,,"(37.7870257021, -122.4480204002)"
321-36160,-,0,Grey,SS,N,N,SFMTA,ON,0,3616,BALBOA ST,2682000,Area 3,,"(37.7757631008, -122.4977818986)"
830-06660,-,0,Grey,SS,Y,N,PORT,ON,0,666,EMBARCADERO NORTH,12556102,Port 3,,"(37.8027147026, -122.4009934978)"
830-06720,-,0,Grey,SS,Y,N,PORT,ON,0,672,EMBARCADERO NORTH,12556102,Port 3,,"(37.8029773020, -122.4012286996)"
831-04130,831-04001,13,Grey,MS,N,N,PORT,ON,0,413,EMBARCADERO SOUTH,12549201,Area 5,South Embarcadero,"(37.7892824010, -122.3880240002)"
831-04430,831-04003,43,Grey,MS,N,N,PORT,ON,0,443,EMBARCADERO SOUTH,12549201,Area 5,South Embarcadero,"(37.7884178021, -122.3877260012)"
321-37110,-,0,Yellow,SS,N,N,SFMTA,ON,0,3711,BALBOA ST,2683000,Area 3,,"(37.7755758994, -122.4988677015)"
121-17550,-,0,Grey,SS,N,N,SFMTA,ON,0,1755,21ST AVE,1084000,Area 3,,"(37.7542857983, -122.4786947013)"
122-18040,-,0,Grey,SS,N,N,SFMTA,ON,0,1804,22ND AVE,1145000,Area 3,,"(37.7539558028, -122.4796079991)"
105-03970,-,0,Grey,SS,N,N,SFMTA,ON,0,397,05TH AVE,279000,Area 3,,"(37.7812848025, -122.4632971005)"
384-06130,-,0,Grey,SS,N,N,SFMTA,ON,0,613,DIVISADERO ST,4803101,Area 3,,"(37.7753818975, -122.4379877986)"
612-24300,-,0,Grey,SS,N,N,SFMTA,ON,0,2430,POLK ST,10580000,Area 3,,"(37.7994245988, -122.4223926977)"
503-01950,-,0,Grey,SS,N,N,SFMTA,ON,0,195,JORDAN AVE,7617000,Area 3,,"(37.7816415978, -122.4567333997)"
612-13010,-,0,Grey,SS,N,N,SFMTA,ON,0,1301,POLK ST,10567000,Area 3,,"(37.7888044984, -122.4204067008)"
384-07090,-,0,Grey,SS,N,N,SFMTA,ON,0,709,DIVISADERO ST,4804101,Area 3,,"(37.7762285982, -122.4381639023)"
500-15310,-,0,Grey,SS,N,N,SFMTA,ON,0,1531,JACKSON ST,7395000,Area 3,,"(37.7941692014, -122.4207812992)"
500-15370,-,0,Grey,SS,N,N,SFMTA,ON,0,1537,JACKSON ST,7395000,Area 3,,"(37.7941406024, -122.4210071021)"
350-24170,-,0,Yellow,SS,Y,N,SFMTA,ON,0,2417,CALIFORNIA ST,3558000,Area 5,Fillmore,"(37.7887504016, -122.4343980977)"
354-22090,-,0,Grey,SS,Y,N,SFMTA,ON,0,2209,CHESTNUT ST,3980000,Area 5,Marina,"(37.8002858003, -122.4399348979)"
354-23070,-,0,Yellow,SS,Y,N,SFMTA,ON,0,2307,CHESTNUT ST,3982000,Area 5,Marina,"(37.8000879985, -122.4414927026)"
326-08060,-,0,Grey,SS,Y,N,SFMTA,ON,0,806,BEACH ST,2847000,Area 5,Fisherman's Wharf,"(37.8064538975, -122.4225442984)"
326-02060,-,0,Grey,SS,Y,N,SFMTA,ON,0,206,BEACH ST,2840000,Area 5,Fisherman's Wharf,"(37.8077003983, -122.4126988982)"
562-25180,-,0,Grey,SS,Y,N,SFMTA,ON,0,2518,MASON ST,8839000,Area 5,Fisherman's Wharf,"(37.8071601008, -122.4138435979)"
363-13510,-,0,Grey,SS,Y,N,SFMTA,ON,0,1351,COLUMBUS AVE,4308000,Area 5,Fisherman's Wharf,"(37.8066154000, -122.4194943027)"
542-30240,-,0,Grey,SS,Y,N,SFMTA,ON,0,3024,LARKIN ST,8157000,Area 5,Fisherman's Wharf,"(37.8063027998, -122.4221013987)"
616-24230,-,0,Grey,SS,Y,N,SFMTA,ON,0,2423,POWELL ST,10705000,Area 5,Fisherman's Wharf,"(37.8075072010, -122.4123664999)"
681-26040,-,0,Grey,SS,Y,N,SFMTA,ON,0,2604,TAYLOR ST,12464000,Area 5,Fisherman's Wharf,"(37.8065638010, -122.4154062026)"
681-26060,-,0,Grey,SS,Y,N,SFMTA,ON,0,2606,TAYLOR ST,12464000,Area 5,Fisherman's Wharf,"(37.8066257992, -122.4154185017)"
681-27080,-,0,Grey,SS,Y,N,SFMTA,ON,0,2708,TAYLOR ST,12465000,Area 5,Fisherman's Wharf,"(37.8076032017, -122.4156151020)"
325-03210,-,0,Grey,SS,Y,N,SFMTA,ON,0,321,BAY ST,2775000,Area 5,Fisherman's Wharf,"(37.8056561024, -122.4127288998)"
325-05320,-,0,Grey,SS,Y,N,SFMTA,ON,0,532,BAY ST,2777000,Area 5,Fisherman's Wharf,"(37.8053415016, -122.4164394007)"
562-24100,-,0,Grey,SS,Y,N,SFMTA,ON,0,2410,MASON ST,8838000,Area 5,Fisherman's Wharf,"(37.8060177983, -122.4136084017)"
681-25120,-,0,Grey,SS,Y,N,SFMTA,ON,0,2512,TAYLOR ST,12463000,Area 5,Fisherman's Wharf,"(37.8058325023, -122.4152557028)"
330-03300,-,0,Black,SS,Y,N,SFMTA,ON,0,330,BRANNAN ST,3075000,Area 5,South Embarcadero,"(37.7814555072, -122.3927176148)"
350-04360,-,0,Yellow,SS,N,N,SFMTA,ON,0,436,CALIFORNIA ST,3529000,Area 5,Downtown,"(37.7929673986, -122.4023346973)"
593-00031,593-00030,1,Black,MS,N,N,SFMTA,ON,0,3,OFARRELL ST,9720000,Area 5,Downtown,"(37.7867430978, -122.4050872025)"
863-15260,-,0,Grey,SS,Y,N,PORT,ON,0,1526,SANSOME ST,11561000,Port 4,,"(37.8047885978, -122.4034191982)"
111-03940,-,0,Grey,SS,N,N,SFMTA,ON,0,394,11TH AVE,495000,Area 3,,"(37.7811483004, -122.4695887023)"
107-03240,-,0,Green,SS,N,N,SFMTA,ON,0,324,07TH AVE,352000,Area 3,,"(37.7822024980, -122.4653731973)"
103-13820,-,0,Grey,SS,N,N,SFMTA,ON,0,1382,03RD AVE,162000,Area 3,,"(37.7631097016, -122.4597338976)"
382-00060,-,0,Grey,SS,N,N,SFMTA,ON,0,6,DESMOND ST,4720000,Area 3,,"(37.7113889719, -122.4049661977)"
109-02920,-,0,Grey,SS,N,N,SFMTA,ON,0,292,09TH AVE,424000,Area 3,,"(37.7831089002, -122.4675820020)"
109-12260,-,0,Grey,SS,N,N,SFMTA,ON,0,1226,09TH AVE,431000,Area 3,,"(37.7651971978, -122.4663223976)"
109-13260,-,0,Grey,SS,N,N,SFMTA,ON,0,1326,09TH AVE,432000,Area 3,,"(37.7633325987, -122.4661816989)"
109-13380,-,0,Grey,SS,N,N,SFMTA,ON,0,1338,09TH AVE,432000,Area 3,,"(37.7631028005, -122.4661657007)"
365-06070,-,0,Grey,SS,N,N,SFMTA,ON,0,607,CORTLAND AVE,4427000,Area 3,,"(37.7390315001, -122.4156334975)"
365-07040,-,0,Grey,SS,N,N,SFMTA,ON,0,704,CORTLAND AVE,4428000,Area 3,,"(37.7388540999, -122.4149419011)"
841-00240,841-00002,24,Grey,MS,N,N,PORT,ON,0,24,GREEN ST,6438001,Port 6,,"(37.8007170995, -122.3998888020)"
109-03400,-,0,Grey,SS,N,N,SFMTA,ON,0,340,09TH AVE,425000,Area 3,,"(37.7820652750, -122.4675064308)"
120-12970,-,0,Grey,SS,N,N,SFMTA,ON,0,1297,20TH AVE,1005000,Area 3,,"(37.7636850019, -122.4783020986)"
357-07020,-,0,Grey,SS,N,N,SFMTA,ON,0,702,CHENERY ST,3927000,Area 3,,"(37.7345667005, -122.4340787974)"
383-28140,-,0,Grey,SS,N,N,SFMTA,ON,0,2814,DIAMOND ST,4771000,Area 3,,"(37.7340769012, -122.4340713990)"
383-28150,-,0,Grey,SS,N,N,SFMTA,ON,0,2815,DIAMOND ST,4771000,Area 3,,"(37.7340631996, -122.4339121987)"
360-07010,-,0,Grey,SS,N,N,SFMTA,ON,0,701,CLEMENT ST,4157000,Area 3,,"(37.7827688017, -122.4666965993)"
650-36390,-,0,Yellow,SS,N,N,SFMTA,ON,0,3639,SACRAMENTO ST,11268000,Area 3,,"(37.7873140004, -122.4534146020)"
490-21220,-,0,Grey,SS,N,N,SFMTA,ON,0,2122,IRVING ST,7299000,Area 3,,"(37.7634547007, -122.4811771025)"
545-00570,-,0,Grey,SS,N,N,SFMTA,ON,0,57,LELAND AVE,8293000,Area 3,,"(37.7116607976, -122.4050737021)"
440-27290,-,0,Grey,SS,N,N,SFMTA,ON,0,2729,GEARY BLVD,6047101,Area 3,,"(37.7821293016, -122.4488415976)"
440-28130,-,0,Grey,SS,N,N,SFMTA,ON,0,2813,GEARY BLVD,6047102,Area 3,,"(37.7820813012, -122.4492842012)"
440-28140,-,0,Grey,SS,N,N,SFMTA,ON,0,2814,GEARY BLVD,6047203,Area 3,,"(37.7823064000, -122.4496788995)"
490-22270,-,0,Grey,SS,N,N,SFMTA,ON,0,2227,IRVING ST,7300000,Area 3,,"(37.7632786975, -122.4820516982)"
613-06620,-,0,Grey,SS,N,N,SFMTA,ON,0,662,PORTOLA DR,10615102,Area 3,,"(37.7448716023, -122.4526699984)"
360-07140,-,0,Grey,SS,N,N,SFMTA,ON,0,714,CLEMENT ST,4157000,Area 3,,"(37.7828962010, -122.4671609008)"
360-08070,-,0,Grey,SS,N,N,SFMTA,ON,0,807,CLEMENT ST,4158000,Area 3,,"(37.7827136991, -122.4679005982)"
121-12980,-,0,Grey,SS,N,N,SFMTA,ON,0,1298,21ST AVE,1079000,Area 3,,"(37.7636333023, -122.4792088026)"
124-13010,-,0,Grey,SS,N,N,SFMTA,ON,0,1301,24TH AVE,1299000,Area 3,,"(37.7631756001, -122.4825617985)"
666-11300,-,0,Yellow,SS,N,N,SFMTA,ON,0,1130,SUTTER ST,12329000,Area 3,,"(37.7879197997, -122.4193208979)"
440-34090,-,0,Green,SS,N,N,SFMTA,ON,0,3409,GEARY BLVD,6054101,Area 3,,"(37.7812723973, -122.4556469989)"
440-17410,-,0,Grey,SS,Y,N,SFMTA,ON,0,1741,GEARY BLVD,6041102,Area 5,Fillmore,"(37.7842100979, -122.4324773007)"
214-03200,-,0,Grey,SS,N,N,SFMTA,ON,0,320,14TH ST,586000,Area 3,,"(37.7682746974, -122.4208759979)"
211-02050,-,0,Grey,SS,N,N,SFMTA,ON,0,205,11TH ST,512000,Area 3,,"(37.7729734023, -122.4152714999)"
211-02250,-,0,Grey,SS,N,N,SFMTA,ON,0,225,11TH ST,513000,Area 3,,"(37.7726360977, -122.4148485993)"
327-07210,-,0,Grey,SS,N,N,SFMTA,ON,0,721,BROADWAY,3155000,Area 3,,"(37.7974500013, -122.4093833023)"
411-02420,411-02004,42,Grey,MS,Y,N,SFMTA,ON,0,242,FELL ST,5441000,Area 5,Civic Center,"(37.7760435984, -122.4225841013)"
443-03260,-,0,Grey,SS,Y,N,SFMTA,ON,0,326,GOUGH ST,6318000,Area 5,Civic Center,"(37.7766097010, -122.4228390006)"
415-12080,-,0,Grey,SS,Y,N,SFMTA,ON,0,1208,FILLMORE ST,5543000,Area 5,Fillmore,"(37.7807895997, -122.4321317987)"
211-02560,-,0,Grey,SS,N,N,SFMTA,ON,0,256,11TH ST,514000,Area 3,,"(37.7718951990, -122.4142126978)"
331-08650,-,0,Green,SS,N,N,SFMTA,ON,0,865,BRYANT ST,3292000,Area 3,,"(37.7745614991, -122.4042347015)"
363-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,COLUMBUS AVE,4294000,Area 3,,"(37.7990071018, -122.4081599020)"
415-21020,-,0,Grey,SS,Y,N,SFMTA,ON,0,2102,FILLMORE ST,5553000,Area 5,Fillmore,"(37.7890793019, -122.4338065979)"
336-12360,-,0,Grey,SS,N,N,SFMTA,ON,0,1236,BUSH ST,3442000,Area 3,,"(37.7890312054, -122.4181710184)"
336-13380,-,0,Grey,SS,N,N,SFMTA,ON,0,1338,BUSH ST,3443000,Area 3,,"(37.7888131988, -122.4198892021)"
666-20290,-,0,Grey,SS,Y,N,SFMTA,ON,0,2029,SUTTER ST,12339000,Area 5,Fillmore,"(37.7859185980, -122.4341598001)"
549-22030,-,0,Grey,SS,Y,N,SFMTA,ON,0,2203,LOMBARD ST,8461101,Area 5,Marina,"(37.7994979014, -122.4378878975)"
