DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
2010/04/07 22:40:29.94,35.9415,-120.4942,10.52,3.99,Mw,90,27,2,0.10,NCSN,71379106
2010/04/10 12:26:26.49,38.8255,-122.8025,3.94,3.06,ML,79,31,1,0.05,NCSN,71380256
2010/04/12 11:37:46.35,36.5763,-121.1757,8.37,3.37,Mw,71,29,1,0.08,NCSN,71381021
2010/04/12 15:10:04.76,40.3137,-124.5318,20.94,3.91,Mw,20,259,20,0.27,NCSN,71381091
2010/04/14 06:02:07.26,38.7607,-122.7337,1.97,3.15,ML,76,17,1,0.08,NCSN,71381821
2010/04/15 08:36:06.63,40.2703,-125.7648,29.48,4.52,Mw,19,309,123,0.25,NCSN,71382461
2010/04/15 22:31:55.63,40.4855,-124.2708,25.20,3.24,ML,20,116,6,0.10,NCSN,71382831
2010/04/17 04:22:16.52,40.4788,-126.9877,22.00,3.71,ML,19,304,225,0.15,NCSN,71383746
2010/04/26 03:44:09.91,38.7925,-122.7665,2.40,3.26,ML,76,32,1,0.06,NCSN,71388296
2010/04/26 20:14:58.73,36.5695,-120.3832,9.15,3.34,Mw,119,46,22,0.14,NCSN,71388751
2010/04/27 23:07:21.40,38.8157,-122.7985,1.82,3.49,Mw,66,35,1,0.09,NCSN,71389236
2010/05/03 17:49:37.43,40.4553,-127.0542,20.00,3.42,ML,13,328,230,0.13,NCSN,71391891
2010/05/10 23:56:15.46,35.6687,-121.0932,6.12,3.25,ML,81,105,6,0.08,NCSN,71390900
2010/05/15 17:54:42.75,37.7007,-122.0030,10.04,3.28,Mw,210,32,5,0.16,NCSN,71398641
2010/05/20 23:05:19.99,40.4127,-125.9655,23.87,3.42,ML,56,267,138,0.36,NCSN,71401706
2010/05/21 03:18:45.46,38.7897,-122.7355,2.24,3.02,Mw,76,20,1,0.07,NCSN,71401831
2010/05/22 17:06:07.06,37.8193,-118.9727,4.29,3.45,Mw,49,48,7,0.07,NCSN,71402426
2010/05/22 18:24:07.25,37.8157,-118.9690,4.14,3.33,Md,50,46,6,0.07,NCSN,71402481
2010/05/23 04:45:44.23,37.8165,-118.9695,4.09,3.32,Mw,47,47,7,0.06,NCSN,71402771
2010/05/28 15:22:26.19,39.2148,-123.0888,7.84,3.18,Mw,63,31,9,0.09,NCSN,71405646
2010/05/30 06:59:57.06,37.7183,-122.1195,5.44,3.20,Mw,212,16,1,0.17,NCSN,71406701
2010/06/01 07:20:39.51,38.7940,-122.8082,3.34,3.30,Mw,81,33,1,0.07,NCSN,71407901
2010/06/05 09:05:26.14,40.3953,-125.4647,26.20,4.25,Mw,56,254,96,0.25,NCSN,71409946
2010/06/05 21:28:04.14,40.3700,-124.7868,12.48,3.81,Mw,66,239,43,0.21,NCSN,71410191
2010/06/12 06:05:13.61,36.8627,-121.6092,7.68,3.57,Mw,97,64,2,0.12,NCSN,71413856
2010/06/14 11:39:02.70,38.7950,-122.7798,4.30,3.66,Mw,79,20,1,0.06,NCSN,71415021
2010/06/22 07:23:46.27,36.9392,-121.4340,7.38,3.07,ML,104,27,6,0.11,NCSN,71418881
2010/06/22 21:42:00.31,38.8402,-122.8280,2.29,3.16,ML,79,24,1,0.06,NCSN,71413845
2010/06/24 23:01:08.23,35.6630,-121.0318,6.40,3.27,ML,85,61,4,0.12,NCSN,71414955
2010/06/24 23:17:21.13,35.6622,-121.0287,6.19,3.13,ML,85,61,4,0.13,NCSN,71414965
2010/06/28 14:47:04.34,37.7422,-122.5523,7.72,3.25,Mw,163,99,5,0.09,NCSN,71416595
2010/07/01 00:29:47.30,39.7695,-122.0825,26.36,3.31,Mw,38,40,23,0.23,NCSN,71417885
2010/07/03 22:25:19.56,42.4402,-124.1527,33.13,3.70,Mw,49,149,26,0.34,NCSN,71419235
2010/07/10 16:04:30.39,40.4250,-123.5680,31.93,3.81,Mw,35,28,8,0.17,NCSN,71422700
2010/07/12 15:15:12.77,40.6805,-124.6140,23.54,3.05,ML,26,234,33,0.08,NCSN,71423790
2010/07/13 03:03:23.26,38.7923,-122.7568,2.54,3.21,Mw,82,31,1,0.08,NCSN,71424065
2010/07/15 15:31:43.54,38.8187,-122.8077,2.93,3.95,Mw,75,17,1,0.07,NCSN,71425345
2010/07/15 23:54:20.34,38.8153,-122.8157,2.40,3.83,Mw,78,18,1,0.09,NCSN,71425825
2010/07/18 06:16:26.05,37.6212,-118.8143,7.89,3.43,ML,50,43,2,0.05,NCSN,71427185
2010/07/18 07:49:16.68,38.8270,-122.8105,3.82,3.17,ML,79,18,0,0.07,NCSN,71427235
2010/07/21 06:54:35.49,36.8270,-121.5722,8.31,3.35,Mw,103,40,3,0.16,NCSN,71429025
2010/07/22 11:40:08.09,37.6240,-118.8140,8.26,3.76,Mw,48,42,2,0.05,NCSN,71434941
2010/07/23 21:29:10.10,37.6650,-122.5123,7.73,3.15,Mw,121,101,3,0.10,NCSN,71436076
2010/07/27 21:21:40.34,39.4982,-123.1250,7.66,3.36,Mw,44,48,9,0.11,NCSN,71438156
2010/07/28 22:37:01.18,38.8172,-122.7915,3.69,3.31,Mw,83,21,1,0.06,NCSN,71438606
2010/07/31 01:31:57.03,39.3138,-122.8145,10.99,3.01,Mw,57,34,18,0.11,NCSN,71439771
2010/08/02 04:00:09.11,36.2503,-120.8158,6.85,3.40,Mw,86,69,4,0.11,NCSN,71440641
2010/08/04 21:22:14.88,36.4405,-120.2283,6.57,3.01,ML,73,53,2,0.16,NCSN,71441501
2010/08/06 01:20:03.46,37.6218,-118.8127,7.82,3.60,Mw,47,53,2,0.05,NCSN,71442046
2010/08/10 00:51:10.83,36.9085,-121.6408,5.39,3.85,Mw,115,34,3,0.12,NCSN,71444201
2010/08/10 02:12:31.20,39.8765,-120.4807,9.18,3.45,Mw,24,101,4,0.05,NCSN,71444246
2010/08/13 15:51:57.35,38.7952,-122.8118,3.59,3.19,Mw,69,21,1,0.06,NCSN,71440560
2010/08/15 18:51:55.22,38.8187,-122.7658,1.39,3.33,Mw,69,30,1,0.07,NCSN,71441590
2010/08/16 12:05:17.11,40.7712,-125.1472,23.27,4.37,Mw,73,230,76,0.18,NCSN,71442000
2010/08/20 00:50:02.59,36.8350,-121.5708,6.15,3.15,ML,80,35,2,0.11,NCSN,71443970
2010/08/21 21:02:35.20,40.6648,-124.1322,25.98,3.18,ML,41,149,27,0.11,NCSN,71444785
2010/08/25 13:23:41.47,40.3048,-124.5695,20.23,3.28,Mw,24,244,23,0.10,NCSN,71446515
2010/08/25 17:20:00.49,35.8187,-121.1792,5.18,3.69,Mw,86,48,8,0.16,NCSN,71446590
2010/08/28 11:49:55.03,39.3068,-122.7983,14.09,3.56,Mw,61,33,17,0.14,NCSN,71447655
2010/09/01 05:58:35.76,36.8570,-121.5953,6.77,3.22,Mw,88,51,3,0.09,NCSN,71449280
2010/09/02 16:35:33.79,37.9617,-122.3473,5.22,3.12,Mw,187,17,3,0.18,NCSN,71449830
2010/09/04 11:04:31.16,42.1967,-124.4567,23.64,3.01,ML,7,237,19,0.09,NCSN,71450720
2010/09/07 06:59:25.61,36.5605,-121.0677,8.44,3.11,Mw,82,49,3,0.14,NCSN,71451750
2010/09/19 18:14:59.71,36.6767,-121.3010,4.82,3.17,ML,81,38,5,0.07,NCSN,71457555
2010/09/21 18:44:43.25,40.5020,-126.9290,5.00,3.31,ML,34,304,220,0.25,NCSN,71458475
2010/10/02 09:34:56.50,40.4680,-125.7307,2.50,3.31,ML,45,262,118,0.35,NCSN,71463130
2010/10/05 13:28:23.30,37.3982,-121.5102,8.40,3.07,Mw,153,40,6,0.13,NCSN,71464455
2010/10/05 15:15:27.67,40.9512,-124.8037,23.99,4.39,Mw,97,219,66,0.27,NCSN,71464510
2010/10/15 11:04:10.13,37.8803,-121.3880,14.72,3.13,ML,235,42,23,0.20,NCSN,71474381
2010/10/15 16:13:53.04,37.4100,-121.7527,9.39,3.00,Mw,206,22,4,0.13,NCSN,71474456
2010/10/18 03:44:42.74,39.3500,-120.0330,6.03,3.09,Mw,32,73,47,0.17,NCSN,71475591
2010/10/18 15:21:37.78,40.7333,-123.9582,21.22,3.43,Mw,22,125,25,0.09,NCSN,71475761
2010/10/19 17:51:48.97,38.8353,-122.7922,1.20,3.54,Mw,66,21,0,0.08,NCSN,71476241
2010/10/30 06:00:21.09,37.4912,-118.8445,9.71,3.16,Md,34,85,11,0.04,NCSN,71481196
2010/10/31 01:02:06.16,38.6440,-119.5707,7.48,4.28,Mw,44,131,22,0.09,NCSN,71481596
2010/11/02 13:45:01.42,38.6500,-119.5677,0.08,3.06,ML,72,132,99,0.25,NCSN,71482716
2010/11/11 06:54:42.40,40.2685,-123.8128,30.26,3.05,ML,24,39,4,0.10,NCSN,71487026
2010/11/13 07:32:04.50,38.6587,-119.6277,0.31,3.24,ML,75,150,24,0.18,NCSN,71487956
2010/11/15 08:41:15.77,38.6597,-119.6235,3.19,3.52,ML,154,151,24,0.12,NCSN,71488641
2010/11/15 08:43:35.47,38.6548,-119.6287,0.37,3.29,ML,90,149,24,0.18,NCSN,71488646
2010/11/21 05:04:48.41,35.7248,-121.1127,6.55,3.23,ML,80,46,4,0.12,NCSN,71485895
2010/11/21 07:29:37.77,40.5613,-121.7240,5.70,3.48,Mw,20,56,13,0.14,NCSN,71485955
2010/11/21 08:26:03.77,40.5633,-121.7317,1.33,3.13,ML,23,55,14,0.14,NCSN,71485965
2010/11/21 20:09:55.53,39.8777,-120.4893,9.59,3.64,Mw,18,90,4,0.09,NCSN,71486230
2010/11/22 14:10:31.56,37.5717,-118.8635,9.11,3.06,ML,47,58,4,0.04,NCSN,71486515
2010/11/24 03:22:57.95,36.8803,-121.6182,7.03,3.30,Mw,98,53,6,0.10,NCSN,71487535
2010/11/25 06:28:38.03,37.3003,-121.6662,8.37,3.25,Mw,203,49,5,0.17,NCSN,71488065
2010/11/30 12:21:16.37,36.6042,-121.2057,6.31,3.14,Mw,73,30,4,0.06,NCSN,71490405
2010/12/06 13:57:38.20,38.8037,-122.7997,1.51,3.71,Mw,71,23,1,0.07,NCSN,71493190
2010/12/08 20:18:56.15,40.3537,-125.2775,20.20,3.95,Mw,18,300,83,0.13,NCSN,71494255
2010/12/09 22:02:08.96,36.5820,-121.0315,8.64,3.04,ML,87,81,1,0.18,NCSN,71494760
2010/12/18 02:03:19.34,36.4580,-120.5633,7.55,3.55,Mw,150,35,22,0.22,NCSN,71498265
2010/12/18 19:08:19.71,36.4557,-120.5662,9.27,3.09,ML,128,35,22,0.19,NCSN,71498550
2010/12/21 10:10:30.10,38.7897,-122.7423,1.72,3.58,Mw,71,47,1,0.09,NCSN,71499405
2010/12/22 22:13:11.72,36.8110,-121.5460,6.94,3.31,ML,101,34,3,0.18,NCSN,71500210
2010/12/24 12:59:19.89,40.5442,-123.8688,25.33,3.69,Mw,26,99,14,0.12,NCSN,71500870
2010/12/29 00:12:57.87,38.7950,-122.7578,2.48,3.13,ML,65,43,1,0.07,NCSN,71502510
2010/12/29 01:53:33.42,39.2323,-120.1017,6.58,3.30,ML,18,68,9,0.07,NCSN,71502540
2011/01/01 23:57:24.24,38.8325,-119.7893,1.56,3.53,ML,15,162,12,0.05,NCSN,71504090
2011/01/02 06:00:27.06,40.4512,-125.9093,23.34,3.68,ML,36,275,138,0.26,NCSN,71504175
2011/01/02 22:40:11.41,40.3157,-124.5935,17.67,3.79,ML,34,241,25,0.19,NCSN,71504445
2011/01/08 00:10:16.74,37.2872,-121.6582,10.07,4.10,Mw,223,55,6,0.18,NCSN,71506865
2011/01/09 18:13:58.98,37.1237,-121.5255,7.50,3.06,ML,119,56,1,0.07,NCSN,71507630
2011/01/12 08:51:03.68,36.7712,-121.4963,8.04,4.50,Mw,105,35,2,0.19,NCSN,71508850
2011/01/12 08:53:04.46,36.7690,-121.4982,5.84,3.23,ML,68,36,2,0.18,NCSN,71508860
2011/01/12 09:00:56.40,36.7742,-121.5030,7.89,3.29,ML,95,36,3,0.18,NCSN,71508880
2011/01/13 03:54:34.98,36.8018,-121.5405,7.45,3.68,Mw,99,28,3,0.17,NCSN,71509330
2011/01/13 04:00:35.89,36.8028,-121.5417,7.29,3.92,Mw,119,30,3,0.18,NCSN,71509345
2011/01/17 07:10:12.73,39.8770,-120.4818,8.98,3.38,Mw,20,91,4,0.07,NCSN,71511045
2011/01/30 11:29:39.05,37.8483,-122.0323,6.27,3.04,ML,200,24,2,0.18,NCSN,71522231
2011/01/31 06:47:13.60,40.3062,-124.5475,18.68,3.20,ML,27,245,21,0.16,NCSN,71522576
2011/02/05 04:05:30.76,38.7592,-122.7048,1.00,3.00,ML,90,27,1,0.17,NCSN,71524806
2011/02/05 04:52:32.10,40.7720,-124.3340,19.10,3.04,ML,32,186,26,0.08,NCSN,71524861
2011/02/07 01:54:56.15,38.8287,-122.8005,2.67,3.25,ML,76,32,1,0.08,NCSN,71525721
2011/02/18 16:39:25.88,36.6837,-121.3095,4.49,3.19,ML,69,29,4,0.08,NCSN,71525470
2011/02/21 09:04:18.15,35.7932,-120.3442,9.74,3.19,ML,83,38,2,0.10,NCSN,71526470
2011/02/23 04:49:41.51,39.4993,-122.9488,12.75,4.29,Mw,60,48,2,0.13,NCSN,71527390
2011/02/23 04:50:14.36,39.4938,-122.9565,11.26,4.21,Mw,41,69,2,0.10,NCSN,71048354
2011/02/25 08:12:51.51,37.2880,-122.7113,5.25,3.37,ML,272,198,31,0.21,NCSN,71528410
2011/02/26 16:22:56.51,37.4990,-118.8317,8.42,3.00,Md,45,67,10,0.05,NCSN,71528995
2011/03/01 02:19:47.01,38.8153,-122.8200,2.95,4.46,Mw,76,24,1,0.08,NCSN,71530230
2011/03/03 00:29:01.07,37.3998,-118.3758,13.73,3.11,ML,43,108,6,0.06,NCSN,71531765
2011/03/03 02:58:17.22,37.3993,-118.3732,15.00,3.49,Mw,45,109,6,0.06,NCSN,71531805
2011/03/03 05:33:06.59,36.8093,-121.5402,6.42,3.41,ML,112,31,3,0.16,NCSN,71531880
2011/03/06 13:46:37.91,40.4038,-125.3630,24.73,4.54,Mw,84,241,91,0.35,NCSN,71538646
2011/03/17 02:13:56.72,40.6282,-124.7058,9.45,3.35,ML,79,238,49,0.23,NCSN,71544046
2011/03/17 15:29:27.89,38.8092,-122.7885,4.11,3.09,ML,79,19,1,0.06,NCSN,71544341
2011/03/17 17:18:30.05,36.6220,-121.2293,5.99,3.27,Mw,78,29,6,0.07,NCSN,71544411
2011/03/20 08:17:01.48,38.7867,-122.7720,0.74,3.49,ML,69,32,2,0.09,NCSN,71545401
2011/03/20 10:16:30.64,40.3913,-125.4127,20.68,3.53,ML,57,253,95,0.42,NCSN,71545466
2011/03/20 22:08:33.48,38.8360,-122.7558,1.23,3.21,ML,71,42,0,0.09,NCSN,71545631
2011/03/21 20:42:26.86,39.1217,-123.4178,5.19,3.47,Mw,81,178,14,0.17,NCSN,71546011
2011/03/24 21:20:40.01,40.0388,-120.0622,5.97,3.49,Mw,35,203,21,0.15,NCSN,71542065
2011/03/24 21:45:23.13,40.0273,-120.0710,2.66,3.22,ML,25,163,21,0.14,NCSN,71542080
2011/03/31 11:58:49.63,40.4273,-124.2182,25.75,3.60,Mw,23,165,8,0.11,NCSN,71545165
2011/04/05 11:56:50.37,36.0720,-121.6243,10.72,3.89,Mw,119,181,12,0.19,NCSN,71547875
2011/04/10 09:48:54.40,38.7615,-122.7380,1.48,3.27,ML,76,18,1,0.08,NCSN,71555521
2011/04/10 16:21:53.43,40.4567,-125.9008,21.19,3.90,Mw,49,273,137,0.27,NCSN,71555656
2011/04/18 21:57:19.12,37.6010,-122.4502,12.46,3.37,Mw,236,32,2,0.13,NCSN,71560691
2011/04/22 01:32:14.41,40.8132,-123.9553,29.72,3.25,Mw,21,144,20,0.10,NCSN,71562581
2011/04/23 19:42:57.53,38.8322,-122.7943,2.65,3.38,Mw,85,24,1,0.07,NCSN,71564061
2011/04/26 08:02:49.65,40.2305,-121.0530,2.00,3.28,Mw,45,129,25,0.14,NCSN,71565781
2011/04/26 17:43:08.35,38.8127,-122.8173,3.45,3.90,Mw,86,25,1,0.06,NCSN,71566046
2011/05/02 10:53:02.96,39.4622,-122.9373,15.86,3.40,Mw,90,35,4,0.27,NCSN,71568806
2011/05/05 19:13:49.94,39.4750,-122.9378,14.21,3.20,ML,56,35,2,0.14,NCSN,71565280
2011/05/06 09:20:21.71,38.8232,-122.7927,3.80,3.21,ML,81,27,2,0.07,NCSN,71565520
2011/05/09 14:36:47.40,38.7947,-122.7762,4.38,3.34,ML,80,25,1,0.06,NCSN,71567285
2011/05/11 08:06:26.24,37.3895,-118.6865,14.33,3.29,ML,42,52,3,0.06,NCSN,71568310
2011/05/17 15:20:06.82,39.2293,-123.1818,9.12,3.74,Mw,67,70,11,0.11,NCSN,71571370
2011/05/22 02:04:56.91,37.9802,-122.2533,9.81,3.36,Mw,182,34,3,0.19,NCSN,71573330
2011/05/28 10:39:28.39,37.2567,-121.6392,5.64,3.17,ML,147,30,3,0.09,NCSN,71576600
2011/05/28 22:55:24.90,38.7920,-122.7632,3.77,3.71,Mw,95,31,1,0.09,NCSN,71576830
2011/06/11 21:08:46.39,38.3577,-122.5663,9.53,3.11,ML,139,26,1,0.14,NCSN,71583620
2011/06/14 12:20:47.77,40.2947,-124.3777,19.80,3.69,Mw,25,243,8,0.19,NCSN,71584880
2011/06/14 19:05:28.13,36.6693,-121.2928,6.10,3.14,ML,90,39,2,0.06,NCSN,71585120
2011/06/29 11:13:30.73,38.7448,-122.7155,1.76,3.32,Mw,100,22,1,0.12,NCSN,71592270
2011/06/30 22:03:24.18,36.4593,-120.3693,8.91,3.19,ML,80,67,14,0.15,NCSN,71593265
2011/07/03 18:56:55.40,36.6365,-121.1218,11.30,3.08,ML,96,34,4,0.19,NCSN,71594680
2011/07/06 07:18:52.36,36.6652,-121.2928,7.59,3.80,Mw,88,39,2,0.06,NCSN,71596420
2011/07/06 07:19:58.25,36.6583,-121.2863,7.05,3.00,Md,46,34,1,0.14,NCSN,71052459
2011/07/14 13:18:44.37,40.3190,-125.5897,21.00,3.33,Mw,16,339,108,0.24,NCSN,71600730
2011/07/16 10:51:26.22,37.8597,-122.2568,6.15,3.28,Mw,273,12,1,0.17,NCSN,71601850
2011/07/18 16:36:47.14,36.7473,-121.3438,8.84,3.17,Mw,88,39,3,0.09,NCSN,71603080
2011/07/25 17:41:53.50,38.3175,-122.6547,6.93,3.33,ML,147,33,8,0.16,NCSN,71607280
2011/08/05 01:18:42.83,40.3980,-124.9587,8.80,3.55,Mw,86,246,53,0.23,NCSN,71613855
2011/08/09 16:28:08.09,41.5192,-120.4942,17.37,3.37,Mw,57,99,45,0.23,NCSN,71616245
2011/08/12 14:46:52.04,37.5298,-118.4445,9.06,3.21,ML,28,157,2,0.06,NCSN,71617975
2011/08/14 19:27:06.24,41.0270,-125.1662,21.00,4.10,Mw,89,230,93,0.25,NCSN,71619485
2011/08/15 08:20:27.51,36.5633,-121.1540,4.07,3.14,ML,96,29,9,0.07,NCSN,71619765
2011/08/17 09:02:51.08,38.7913,-122.7475,2.95,3.67,Mw,104,28,1,0.08,NCSN,71621065
2011/08/21 21:21:01.96,36.4375,-121.0142,7.51,3.21,ML,103,52,1,0.09,NCSN,71623620
2011/08/24 06:36:54.06,37.7438,-122.1487,8.11,3.60,Mw,287,20,2,0.17,NCSN,71625060
2011/08/24 11:59:51.29,37.5457,-118.8722,9.95,4.23,Mw,53,70,6,0.04,NCSN,71625245
2011/08/24 16:57:44.12,37.7452,-122.1510,8.65,3.38,Mw,281,20,2,0.17,NCSN,71625585
2011/08/25 18:17:35.46,36.5798,-121.1747,7.28,3.24,Mw,97,27,9,0.07,NCSN,71626465
2011/08/26 17:44:23.11,36.6007,-121.2107,8.81,3.34,ML,100,29,8,0.09,NCSN,71627270
2011/08/27 07:18:21.15,36.5843,-121.1808,7.84,4.62,Mw,98,31,9,0.08,NCSN,71627835
2011/08/27 07:21:59.97,36.6012,-121.2025,6.93,3.61,Mw,92,33,7,0.07,NCSN,71627850
2011/08/27 08:19:03.25,36.5837,-121.1797,7.10,3.18,ML,93,30,9,0.08,NCSN,71627985
2011/08/31 01:22:23.43,35.7322,-121.1108,7.16,3.56,ML,102,46,4,0.14,NCSN,71630795
2011/09/03 07:23:40.81,36.5290,-121.1155,6.07,3.11,ML,99,45,4,0.09,NCSN,71632900
2011/09/03 10:30:52.87,37.5132,-118.8073,2.32,3.27,ML,43,61,8,0.08,NCSN,71632975
2011/09/13 12:27:13.81,35.7305,-121.1092,8.03,3.56,Mw,95,44,4,0.13,NCSN,71645681
2011/09/17 20:14:56.34,38.8258,-122.8037,3.79,3.38,Mw,89,30,1,0.07,NCSN,71648616
2011/09/26 03:08:09.60,37.7507,-122.1505,7.93,3.24,Mw,256,20,3,0.14,NCSN,71653461
2011/09/26 09:01:23.33,38.6032,-122.3892,7.47,3.43,Mw,146,74,5,0.17,NCSN,71653621
2011/09/29 23:47:54.15,37.7787,-122.2115,14.64,3.08,ML,233,14,3,0.16,NCSN,71655651
2011/09/30 11:56:22.72,37.6422,-119.4160,2.13,3.24,ML,75,40,30,0.13,NCSN,71655946
2011/10/15 11:42:29.87,37.9068,-118.5632,9.45,4.03,Mw,45,137,1,0.08,NCSN,71664296
2011/10/19 23:36:12.17,37.5402,-118.8650,9.36,3.21,ML,50,70,6,0.06,NCSN,71666771
2011/10/20 21:41:04.26,37.8570,-122.2527,8.07,3.95,Mw,325,14,1,0.17,NCSN,71667366
2011/10/21 03:16:05.26,37.8608,-122.2567,8.02,3.84,Mw,344,14,0,0.17,NCSN,71667591
2011/10/26 22:44:21.03,37.8538,-121.8915,8.92,3.00,ML,133,35,7,0.17,NCSN,71670931
2011/10/27 06:37:09.34,39.6055,-120.4715,13.89,4.73,Mw,33,56,2,0.07,NCSN,71671056
2011/10/27 12:36:44.46,37.8667,-122.2605,8.17,3.62,Mw,297,13,1,0.17,NCSN,71671256
2011/10/30 13:25:19.80,39.6062,-120.4770,14.36,3.80,Mw,23,77,3,0.08,NCSN,71672996
2011/10/30 13:26:43.85,35.9403,-120.0328,8.35,3.45,Mw,86,144,11,0.25,NCSN,71673001
2011/11/02 07:21:06.04,40.4108,-126.2153,9.78,3.94,Mw,38,285,159,0.23,NCSN,71674491
2011/11/05 21:52:18.50,37.8460,-122.2407,5.95,3.11,ML,175,20,2,0.17,NCSN,71676251
2011/11/08 19:32:44.28,38.8185,-122.7862,2.44,3.04,ML,37,41,1,0.06,NCSN,71057809
2011/11/14 22:33:33.44,37.4873,-118.8382,4.52,3.48,ML,51,75,11,0.07,NCSN,71681266
2011/11/17 03:13:22.11,40.4270,-125.2117,23.76,3.15,ML,65,243,74,0.26,NCSN,71682661
2011/11/21 09:38:11.52,38.5437,-119.5075,6.02,3.14,ML,20,117,8,0.05,NCSN,71684766
2011/11/21 09:39:03.79,38.5370,-119.5057,7.51,3.49,Mw,21,104,4,0.03,NCSN,71684771
2011/12/08 05:19:12.10,40.4148,-125.5872,14.00,4.02,Mw,64,249,106,0.27,NCSN,71693701
2011/12/08 09:57:54.22,38.8012,-122.8147,3.59,3.26,ML,89,21,2,0.06,NCSN,71693786
2011/12/08 17:16:14.72,40.4552,-124.3312,24.84,3.03,ML,27,172,2,0.11,NCSN,71689070
2011/12/20 05:06:37.04,36.5608,-121.1277,4.57,3.00,ML,90,33,6,0.10,NCSN,71696355
2011/12/23 05:30:29.85,39.4123,-120.1237,0.36,3.05,ML,35,66,10,0.09,NCSN,71698320
